client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment	Question or not	Wh word	Detected Wh Words
9f29df949dde328be64627bd678951d92bf79798719b532fdca3374cc2b3c1dddc8d8735eac3b752b592fd17352141315e4a270bd8ab2776b68ae4f3a1ce408a	common_voice_zh-CN_22103211.mp3	7d27d4fb3f6cf92ab13b0d2682c265d2ad4e1cf4709ec2a747a81861f3576a50	同样出名的是侏罗纪地层的悬崖上的几个恐龙化石行迹。		2.0	1.0					zh-CN		no	yes	几
a4b727288a31b254ffcbdf7dccad68a0988db6f7c7ec132970e9f030325dc73cff43cbf9e7b04540aa703b2b66ffb74c2af8eba1ea8ef392ece11073d45eab9a	common_voice_zh-CN_22113385.mp3	8b473dcc40f8bddd324c5a835fa35f64984613130a6cbf05b4ddf17bf4fa0ca4	不过这几种情况都会造成夏威夷监督吸蜜鸟的减少。		2.0	0.0					zh-CN		no	yes	几
b9df9eac18841523eb308210518a777c96eb449e76770dfe44410f5b8edd97ea5537c3739cdaf873e28fa5db2e99f666e450f1ce1c6c72949f3003cd662775a9	common_voice_zh-CN_22057658.mp3	68c3f7d5756741510554e1753147524d05ec02a5975dbea1ce9e75a9e14cd725	赵氏孤儿有什么罪？		2.0	0.0					zh-CN		yes	yes	什么
bd5bba1b20c8a76313618884c9d0426ef4af4f946cee2e550ee3a3169fabc0c4caac651d2fce9fccdafb42a064419b9dafbd9d013d1b9339189fbfded8c6e22a	common_voice_zh-CN_18991341.mp3	18e6b419f0c0071555c00181f37ecc913813b51335199b72008cde139d47569f	该物种的模式产地在几内亚。		2.0	0.0	twenties	male_masculine	出生地：62 甘肃省		zh-CN		no	yes	几
c0e16f66bde4aad5ccb07c289461dcb40f85139e2643e0ffbd08b2ead4da1f5587e823aca08dfd27678746ca17c3d4bc4b449a357d45721abc724b789528b316	common_voice_zh-CN_22208169.mp3	ae6bbccc770316249f7722090df6b4c033db2789f43c41b1c84cdb1d8d42400b	社会比较理论解释人们为什么嚷着模仿传媒中的典范。		2.0	0.0					zh-CN		no	yes	什么
cb40b1d62e991f6c8bc648322031e12bea21ae3840b76d33a5ade8ea38bc0adfc4efd5dbae832a7011feeffbae15619057b3afd277f15b5fe358ac3bfc27e90e	common_voice_zh-CN_22050746.mp3	5ed529c6c013723812095aa6f267cca7c9b705756401d62cc2abdad04a1d2e1e	提莫非维小麦现今仅在格鲁吉亚西部有少量栽培种植。		2.0	0.0					zh-CN		no	yes	莫非
d16b7b46eb7166e3f45f5b78f6e52a6b4bb2aa8e9bf60253fc55bb4cdba5f93f740ccf2352b0dbf10bb5768bf951548ac7339c402ac75919a86aab14b9aed8f0	common_voice_zh-CN_22117508.mp3	8ba7cf9da42ab5b627a9c92d864cdeceea60b09b4c24831fb838a02532c4af30	有澳门居民在阅读号外报道后向记者表示对于崔世安当选表示没有什么的惊喜。		2.0	0.0					zh-CN		no	yes	什么
d16b7b46eb7166e3f45f5b78f6e52a6b4bb2aa8e9bf60253fc55bb4cdba5f93f740ccf2352b0dbf10bb5768bf951548ac7339c402ac75919a86aab14b9aed8f0	common_voice_zh-CN_22117510.mp3	915f30cc50a06aba9b5aca948ebd5cf775557dc285585a92f8de8162582d188f	他还是一位自述的无神论者。		2.0	0.0					zh-CN		no	yes	还是
feda1a469e877e99baf57320c904478b034ff02c5a6a6720626902614deac0f803efe95a4ef1cdb8fb4b9f1850b7c7b2477f4f24a782ec225e7aca77f17f0e39	common_voice_zh-CN_22021052.mp3	5ea14e624f5f1ae1dc5145d51f4559380dc9c26d866b5c5749760ffa4de7c1aa	谁让你过来了？		2.0	0.0					zh-CN		yes	yes	谁
094812036b2f492c8ddf4407539c292a8a0f5b9995ee47cace8b5595e77361393b7cada49d68a58603cbff2fce99ca7e064c9b5528a47a1082298620f084d82f	common_voice_zh-CN_22077823.mp3	7b21b8ea7fc4af6de8c5bb4b5e71219263a8dbe8ad5b7b7dcd6bd8e8f24c1d92	看看是什么东西		2.0	0.0					zh-CN		no	yes	什么
0c553330c4698538b44890c09e3a6c782da9014ad82a7dee38c282ae2c4111ca2ba5c55586cb10d6121dfee64767360452197f671ddf64855c0ec83f78e48ca1	common_voice_zh-CN_22102300.mp3	819c7667484543ef683aaa654c43b5edd4f304ecd7d042f91dd1809f661708b2	这一问题随后发展成如何在南方各州实行共和主义。		2.0	0.0					zh-CN		no	yes	如何
1207d11a06d53de03b90e9f8431523cbf596a5bfa275775f4c78787782a98218714644308253b6028c6d1b4c9c49e6d588a60237511ebe0ec81756f96bbd33c2	common_voice_zh-CN_21959738.mp3	5aed7f55795b01e78d82d7a73c658f753e6ce65cea4ebfa8025b2d14a82422b9	既然这么痛恨这个女人，为什么看到她眼中的泪水时，自己却心痛得要死?		2.0	0.0					zh-CN		no	yes	什么
124514188b5583b1cf19faa3843f609c7ad7e67ac415b6eead2a1e84acd235c14985063cc16c1bf682862230373d772c4f0b4cc3f57977e30d481cbe32ba2c18	common_voice_zh-CN_22215048.mp3	adb5e79777445ce8600ce395216dad43fd92a0401a1982ce277bcf5c306c0ebd	考虑到我要怎么存活吗？		2.0	0.0					zh-CN		yes	yes	怎么, 吗
1e91943367e648c6a84649953765e583023538c64f51ab21bd70d6f67e34df18c7ca4afaa90b7020dfff74d435e296aa6acc0603120d48bd809419a9f4c59ffc	common_voice_zh-CN_22221154.mp3	ab23317fbf013ab0e686a194d0867e8437e5d3c7f37506f5720406da7c0dbe09	其余的人都是可以传下几世的大夫。		2.0	0.0					zh-CN		no	yes	几
235002e1a007808218c78bf89911ae442c327dd395d9668ee77129a0632546b8b04274e00b13a5cba2dc1b75724c0603a3727a45307269b160731b427a7e97bf	common_voice_zh-CN_22072249.mp3	7747421bde0b4a2eddd928eba4f3ecb3cf29c02250f0f922889c8c81eb30fd0a	月球和行星实验室参与了几乎所有的行星探测器任务。		2.0	1.0					zh-CN		no	yes	几
2ac1175030030ac903e7a6996b78d41369a2d577835aa6093c1548246b6d66713ca034fbb99beaec6ce953dedc59c5d59cb6ec4c529b1f9259e94ba90b2f869d	common_voice_zh-CN_22179931.mp3	a42f1e47aa828fe6320e6860420b09349280bf5bd757077e15b034defd90e366	养了几只牛		2.0	0.0					zh-CN		no	yes	几
315cf84b15ca711820655f507f4eb02085dd79dfea75bd5c15ccb9cfe574268b1d64a7a7ca6aee4bba39dfac8c09549696793a1f6d3726f3f4942abc77d9b182	common_voice_zh-CN_22056225.mp3	617de7dd44819f054f03ed9bb9ef72cf1325ad2558c24523fdfa5dd757dc0b50	金星表面的地形几乎全都以历史上和神话中的女性命名。		2.0	0.0					zh-CN		no	yes	几
3a03ac093be26bc9f4daaa34e3ed561cb6808507a3e126f07e6739c32c629aeeef983bb0e9af4a36c2dc44ac2d6da0741336f4e878a330116f23cfcf84ab3fec	common_voice_zh-CN_22215560.mp3	b1e8380a067ee2eed8cd8268ee0daea496cf83fcfa7a9efe4a1b1b12b1b65494	其对偶几何图形为三阶六边形镶嵌蜂巢体。		2.0	0.0					zh-CN		no	yes	几
3bae9972c1714108a40fa84193cbdeb1480eccf69927b0eb2e526021ec58e25e380d3dec5b702b7d02f283f08a456ee6039ebc7973ca5362d2cbfc949b0d9056	common_voice_zh-CN_22141905.mp3	95bfe41b2fc6b9ecfbc51b486d9918469b180aeacce557ccfbea0246e8c986c5	怎么眼睛哭的那么肿		2.0	0.0					zh-CN		no	yes	怎么
432f79fc0ef0f05382557ee0297e75a35054da8d79bcbe7608ed2057310b4ab8ede557939f38198c573d5e5fdc9f627ea14d73e3828bed70f70384658fc1ee74	common_voice_zh-CN_22145003.mp3	9155952ff4aeba462ecf0456263fac1febbc2a1688f8567a98e5033157e8d3f2	他还参与了棕矮星如何形成的研究。		2.0	1.0					zh-CN		no	yes	如何
4875d88cff762951a334fd05d664413108d73d681f0cba742ccc3bb450638d81cd32e2b6cd941e724a34b254c5def6a7125c0e4310809398c43240bd30c45504	common_voice_zh-CN_18640065.mp3	0a0e2fcff9f868d466abf41122321b0ae32d032b53ab0d8bf838c07e120d51f0	邵肆又称“邵四元帅”，而邵荣又称“邵六元帅”，未详二人是否同族。		2.0	0.0					zh-CN		no	yes	是否
470154202e29d15154abf035c160817cc99673ed09528722b0447c84df7217e12153df4bce425b9faa8b2d1e54c4faaeb6f406eef05af4d33642e1398f30bf76	common_voice_zh-CN_18987047.mp3	138fda823a8e41300778335ce3a66e0261f9d79789b05b30363651f15e17053f	在他早期的十几岁的他就已经在地下说唱开始活动。		2.0	1.0					zh-CN		no	yes	几
4993ffd45dff0b197d8b5f94f270e185c904dca02120654da4f6344d390c00d4dc87e96fd75b80497b412b59100a47015c8e8ea303902905856ff82512d9a868	common_voice_zh-CN_18651088.mp3	0d56333c01bd600ae5c482dc6d64d3f152191a80d49bdfa5adef26df2378e0b9	让世界多了几许笑容		2.0	0.0					zh-CN		no	yes	几
51782935057bf0f1aafced0a8a599fdb3ca3d9f19abd2aad639f238c8d5832cb5ccbc8592a5ce5daf1e626a17fd24e057c1f3d3543011d39a629c95783ef52d1	common_voice_zh-CN_22050365.mp3	61285419b96e706529faf1474bfd643f66ab508d728aec303aab69d9331751ae	有几个学生因保护士兵也被流弹击中。		2.0	0.0	twenties	male_masculine	出生地：14 山西省		zh-CN		no	yes	几
5251709a4342d4841831813fbb9dbf23da206fe33d90ff930e8e06c73790567c9032f77da97d877661564cac224d6c934633491a3b917cd99ea7cd8592c5865d	common_voice_zh-CN_22183611.mp3	a203d397cf8af5805c71da936d899c70f130a4272467e0525b757fa81e8748ee	仅这几个月超过一百万工人参加了大规模罢工。		2.0	0.0	twenties	male_masculine	出生地：44 广东省		zh-CN		no	yes	几
5f2b7d4350d42cffbc798945b3ae0381d784ee0aeb5511d9ecea7e053b30c06f083521e7990cdf46f5458567c97333dc708183ee68d69fcde2da8843650a7ad3	common_voice_zh-CN_22354821.mp3	bbcc51ebf337782b1f32a4580059ebb2c22e8169613556485acce22d1eb3d33d	对欧几里得群子群的分类会对应到对称群的分类。		2.0	0.0	twenties	male_masculine	出生地：61 陕西省		zh-CN		no	yes	几
6f28bd3c7f178b06bb448e070d834ffbc986ac9db3036bdf210d03845ddb85b62cfef8e31009ea6745b44ddb309a094bce0ece87462615aa21d02b6cb82eecf2	common_voice_zh-CN_22109877.mp3	8a491adff46f965e48f5c2aa5aa6aa686efeb0e160b715dccd4ccf6570c6407b	应该如何看苦难呢？		2.0	1.0					zh-CN		yes	yes	如何
71214bcd61162ab147b54b20aa0030f12f9652ac4371e486bbeead05acd96f1e119877fdc0a4727ca8eed78a7cb4f14a44c92165593465f1b2bf66fcdee30099	common_voice_zh-CN_22127063.mp3	952045b1a2dce860b74974f9ed366b0d30f3862be4306fb3c2a446ddad775b08	我还是无法离开		2.0	0.0					zh-CN		no	yes	还是
7224ddef5358214ae4ba6fda9e688fcaaa5ac9024a1583bec577389a0bb99d03a67efc29f2ac92dc574614ce8bc25c022587c1dd145548688e487cb4788ae1be	common_voice_zh-CN_22028834.mp3	5f509742ac50eb92bc68a5871f8513130e7370f6dbd2795c704abdda7c9b1251	其中一些材料可能移动了数英里或只有几英尺。		2.0	0.0					zh-CN		no	yes	几
77a8da2eede7032529b1be3ef88a03818666a2a6d0997911e899fac7df1a0522b437e3e24d2845c081c943f6d851f1303622fce5bdc419f9059485cb8f8e5bbd	common_voice_zh-CN_18978415.mp3	0655c30882513bdbeb66f9c8b51db6c4f98f3f66a780f26bf67c8bc8b27f0aea	指示函数可以说明一个集合中的元素是否属于特定子集合。		2.0	0.0					zh-CN		no	yes	是否
781c41354cf2eaf7e8de4d7abb738914e32aea61d6702f8ba2af0c1adff12e42afb7f2a31ad19b9c90f7e44d3487a185314202a9946d32424d009c2e83f4860c	common_voice_zh-CN_20348678.mp3	43e2f3c3c092c727d2f6bf4a02d47452a14b9cc8a867347df5de9a1bc80b592d	据报有几颗地球轨道卫星可能也有类似的危机。		2.0	0.0					zh-CN		no	yes	几
782e9891d86443e5c9c0a5f7580298ffed90705dae4342fa056c8680acbaa2d5df9bf69a11d77b92c5a3aa665a0b51975155374a5dddf9a5f384a7c75bf107f8	common_voice_zh-CN_22212073.mp3	af7fd4357838b15d0b3eca67b64efcacc9c17b3b1e31416c8311f03d39f49d0b	市中心东南面的长辉路亦有几座工业大厦。		2.0	0.0					zh-CN		no	yes	几
7b0f7de2fe6ef0ea8464cbd711244cbc26b0e3840e8b16044dee0820b3a1f6410f96bc887e4fc716c66c6133ee8a8977e75a5ea193c0bfea71ea408f77c01c5d	common_voice_zh-CN_22130946.mp3	8fbaf501eb0ba1f30a8353bce5de044461de3b680cc863befd1735863559c1b0	这几周真的是忙爆了		2.0	0.0					zh-CN		no	yes	几
7dcf31b64b6a63acc10d4cc9d56af702c67b21d7d6bd5d6e9ba925fb64bfccc77cd689faa4c756c18f8ee3e00825cf7b5de3b777a5f58131850fd53e7ea0f1d4	common_voice_zh-CN_22214168.mp3	b11d17a5bb27a18dc6a930d2efcea162270ccba719f2395dbb195d1165bc35eb	怎么感觉很难喝？		2.0	0.0					zh-CN		yes	yes	怎么
8211180e7159fb951a9e9c72252a2fd01e64b4457e271b5d7c98503c89f3c7750fb83b4a979e2b42f473226af0eadc3108f462cc364e8db2648722af616f06de	common_voice_zh-CN_22226921.mp3	b615e579f4b42b963b64f625ca782ec94c449d40debdd12fbcc58a17766a54ac	于是太宗决定还是先围攻安市城。		2.0	0.0					zh-CN		no	yes	还是
8470b5315c51118510da2c49e82211b113dd53b7697cebdf7d9b7c0919d58991d2342e2ff0e39f0b28f719324c43be6f2304e54a6a7d17fc6c191a9746ed4ba7	common_voice_zh-CN_18979027.mp3	09c0e3b85442cf87fba949c52b105094720895ca8c2af370c74b3a71fe4557d4	现场交给屋宇署职员检查楼宇结构是否安全及由秀茂坪警区重案组调查事件。		2.0	0.0	thirties	male_masculine	出生地：31 上海市		zh-CN		no	yes	是否
88ebb196cb85339fd30354cda0102f57ee7e47f7736415938f37c396a7818d98b9f671683ffb3cd7bbe5f3b1acd180f13962cb6deb6fc8c34372e147b1563181	common_voice_zh-CN_18978542.mp3	0629e4c4f2abcf410a48269e9a1a538ba5dfd9887ec29e7f5eba02ed935a2ca6	至于蛮话究竟属于闽语还是吴语尚无定论。		2.0	1.0					zh-CN		no	yes	还是
88ebb196cb85339fd30354cda0102f57ee7e47f7736415938f37c396a7818d98b9f671683ffb3cd7bbe5f3b1acd180f13962cb6deb6fc8c34372e147b1563181	common_voice_zh-CN_18978544.mp3	07029968df581dc1e64368833d4c9a672c2092a44b3f2aa9686a232b6db384c8	泰夫纳克特是否正式使用过法老这个称呼不明。		2.0	1.0					zh-CN		no	yes	是否
89fd4c978d324d16a79ae07ac48c2d824d1745faa910657981f89e61e762bfd952ece4e5ca394280dfa7d96c05f84fac67d724dafae39cab27ff4218b90aac6d	common_voice_zh-CN_22153980.mp3	9b4ac0a91debb6abbd65d0665003cf79de426d36ee0c6df40df4c65c7c79b42b	还是因此更加深厚？		2.0	0.0					zh-CN		yes	yes	还是
8f762536e3645e202bb2704b21e19ae07e3efafb10a074f012810c1bbcd2e7c03c94d2da87259ea7f94e57c0c593880aa3797b5f36194ae0ed96efdaac0f3403	common_voice_zh-CN_19249696.mp3	2884b444d7d67214399d8a7a614faa77cd8a69bc61b1800be5c6b497d9aea010	这些蛋白质的进入对线粒体内几个调节通路来说至关重要。		2.0	0.0	teens	male_masculine	出生地：62 甘肃省		zh-CN		no	yes	几
900baddfc3d1f09b6de790d315d738ea4e27ba82019b2069ac3b37a54a3ddde81dce912410072733d309ba1107342ea8fb458ea40af13a393d85080b50bf4fc3	common_voice_zh-CN_22193234.mp3	ac5b0611d5ff08b0c0877af8fdd0476bbfe0d4ec7532375b2d02544ee1ecd2c3	几乎不使用和暗淡的月台和轨道上面设有夹层。		2.0	0.0					zh-CN		no	yes	几
93bd9438896a7db007ad5e974aa495a4d360384d0f829a5141b3cb2a103115abd072287d547a33de4b23748b48c7469763a520a0f3d67cd0cf85be0c3cd75d11	common_voice_zh-CN_18658360.mp3	03bca3effae8040f6244d684ed6d60e1343f0f04789979a32e99ffb8de4effd6	我不知道他是怎么办到的		2.0	0.0					zh-CN		no	yes	怎么
94298987440b789e681c0d0774517bac6c1ece1844a4d14203b11ee60b2f15372d033f071fc1134df5ea8a6d502d34c71b034a5fcf53782843239ac5622bbc46	common_voice_zh-CN_22157784.mp3	9ebfacba23d4dd93fcd682291d396155f426799cf54e88709aa1e224a6598d48	据说耶稣经过几次。		2.0	1.0					zh-CN		no	yes	几
9dc7f105067901a4c495632253015ce183fd60d8f57278e1341c837aafb35e63a80e5ca8602cc0f92274a7d255f7fc0ca87aabb4932cc175ac38bcf59d482a83	common_voice_zh-CN_22183496.mp3	a4da4bf24f241392367b45e709a29c841f574a799ae3110aaa6455e0551a5a9d	巴塔曾经是赤道几内亚的首都。		2.0	0.0	twenties	male_masculine	出生地：33 浙江省		zh-CN		no	yes	几
a7944402e20f2106aacdb0f2ddc03d92e80f529c4a2e41df660b9122c58cd51892e987c198a85191499a815f3c5a16ce894fe523f438852e6db680cbc8d6d1ae	common_voice_zh-CN_23606440.mp3	c91bf3e879a4f93310db99d2f7b2611b2c821a397186393929dcf12bb9439ddb	鼓楼建筑经历了几个不同的历史时期。		2.0	0.0					zh-CN		no	yes	几
ad5f4c4a6a4be517bc1891cadf0294129fa80197474ef3454c6b7188fe39d9f0408bf8c1e8a268117e23878d93fbe16a927da34511f37e60c3449959604dd7a7	common_voice_zh-CN_18646866.mp3	0513493174ec9a30d8ff381ee26038ac9b62e5a6828d50a3ce728a300f847503	你有带钥匙来吗？		2.0	0.0	twenties	male_masculine			zh-CN		yes	yes	吗
ae1341f48ddd5f3a04cc8e7022482421fc0b8f09d9f8a5628461fecff571189edc80678fdea3d66f87fdea2b23bd52ac46a4446f6b2bc8187e781a4681453ad4	common_voice_zh-CN_22104817.mp3	8100b04706ffe87b6a7e62d19613db4af1e9d0fdbf70573c436a610591f28c26	这一生是否能完成		2.0	0.0					zh-CN		no	yes	是否
b2a53ea7c01ce578abd3e08c08f07fc17b5ec1b85866fe4199ce7e8db4d4abc6edaae98605232339ac1d0a2d6d40a22444c59b618f92c00c0b4b895f0a46b4ba	common_voice_zh-CN_22181644.mp3	a304f1dd1cb6feea69a9fe0a7dd754056ed06009f701d8e201477078d3dac5b2	难道以后我出门		2.0	0.0					zh-CN		no	yes	难道
b490ae28aa3abca686956f1115442647dbd2493a78013278dc85be36e2996e3c6ed643cc1ff69c8d1ce339d0dec15df4b394b0337842147947412f867fac971a	common_voice_zh-CN_19011348.mp3	24ceb393e30f59f495a492de44d226a56ff48bdf9445968a370c704de52ead0f	因此无法从食肉牛龙得知较小的非虚骨龙类恐龙是否具有羽毛。		2.0	0.0					zh-CN		no	yes	是否
