UtteranceID,SpeakerID,Transcription
14_3466_20170826182606.wav,14_3466,年龄段和心态会影响到喜欢的音乐类型吗
14_3466_20170826182652.wav,14_3466,下雨天约吗
14_3466_20170826182711.wav,14_3466,几个就可以了要很好听的
14_3466_20170826182951.wav,14_3466,能播放歌曲歌在飞吗
14_3466_20170826184929.wav,14_3466,不下雨了刮风在哪家医院呢
14_3466_20170826184937.wav,14_3466,不知道你们讲完了吗
14_3466_20170826184945.wav,14_3466,哪个病人明早来
14_3466_20170826185108.wav,14_3466,爱干什么
14_3466_20170826185148.wav,14_3466,是不是跟我们显贝显贝叶老师给你了订粥了
14_3466_20170826185348.wav,14_3466,儿子吃什么
14_3466_20170826185528.wav,14_3466,没有出去在阳台上包饺子呢
14_3466_20170826185612.wav,14_3466,你不是不爱吃吗
14_3466_20170826185807.wav,14_3466,唐处长会议结束了吗
14_3466_20170826190048.wav,14_3466,有工行或者招行的是吗
14_3466_20170826190836.wav,14_3466,老刘绐我打电话不知干吗
14_3466_20170826191329.wav,14_3466,几点要
14_3466_20170826191537.wav,14_3466,收到没有啊是不是很难看吓到你了吗
14_3466_20170826192103.wav,14_3466,呢还不如去安呢呢哈哈
14_3466_20170826192203.wav,14_3466,怎么回的呀
14_3466_20170826192236.wav,14_3466,你以为你是谁
14_3466_20170826192525.wav,14_3466,你是叫赵峰吗
14_3466_20170826192614.wav,14_3466,今天不上班吗
14_3466_20170826192825.wav,14_3466,能不能把你的号给我玩一下
14_3466_20170826194155.wav,14_3466,是你一个人吗
14_3466_20170826194610.wav,14_3466,你现在打字有我快吗
14_3664_20170812174444.wav,14_3664,现在的车速高吗
14_3664_20170813152149.wav,14_3664,最近八卦新闻有什么
14_3664_20170813152646.wav,14_3664,昨晚广州刮大风了所以我的羊都刮跑了吗
14_3664_20170813152905.wav,14_3664,许嵩的哪些歌好听些呢
14_3664_20170813153044.wav,14_3664,谁介绍几首劲爆的音乐给我越多越好
14_3664_20170813153119.wav,14_3664,谁有好听的新歌啊介绍几首听一下
14_3664_20170813153142.wav,14_3664,你的家乡的天气热吗
14_3664_20170813153626.wav,14_3664,天气也不热不知道烦什么
14_3664_20170813154608.wav,14_3664,欲练此功必须挥刀自宫许睾丸你达成此条件了吗
14_3664_20170813154620.wav,14_3664,谁有好听的外语歌曲介绍些
14_3664_20170813155210.wav,14_3664,刘芳和弦子谁唱的醉清风好听呢
14_3664_20170813160014.wav,14_3664,谁告诉咱最近有哪些好听的流行歌曲
14_3664_20170813160025.wav,14_3664,香烟爱上火柴就注定会被伤害吗
14_3664_20170813160505.wav,14_3664,你还为空间人气不高花滕指数不上升而烦恼吗
14_3664_20170813160950.wav,14_3664,高胜美最近出新专辑了吗
14_3664_20170813161031.wav,14_3664,谁有灰色轨迹的铃声只要高潮部分的重谢
14_3664_20170813161513.wav,14_3664,如果爱她他一定要让她他知道吗
14_3664_20170813161716.wav,14_3664,今天天气好不好
14_3664_20170813161917.wav,14_3664,放一下你知道我在等你吗
14_3664_20170813162112.wav,14_3664,我的皮箱密码忘记了咋知道原来密码或打开它呢
14_3664_20170813162345.wav,14_3664,放一下你到底爱谁
14_3664_20170813165529.wav,14_3664,有女孩约你玩牌吗
14_3664_20170813165642.wav,14_3664,生了太冷了小宝还老动吗
14_3664_20170813165808.wav,14_3664,还做饭吗
14_3664_20170813165947.wav,14_3664,几点钟回来
14_3664_20170813170051.wav,14_3664,他们啊什么情况今天怎么没动静是忙吗
14_3664_20170813170117.wav,14_3664,有自信吗
14_3664_20170813170134.wav,14_3664,那你不去你大姑那儿行吗
14_3664_20170813170143.wav,14_3664,你俩见着了吗
14_3664_20170813170244.wav,14_3664,现在你在做什么
14_3664_20170813170604.wav,14_3664,不忙你来吗
14_3664_20170813170612.wav,14_3664,怎么了啥事兄弟
14_3664_20170813170634.wav,14_3664,你待会再出来啊我这走的三环还有的有会才到呢
14_3664_20170813170802.wav,14_3664,在你寝室台面啊孟浩没和你说吗
14_3664_20170813171027.wav,14_3664,小黑怎么换号码了你知道吗
14_3664_20170813171038.wav,14_3664,孙哥辛苦了请明天一定要落实和安排好好吗
14_3664_20170813174515.wav,14_3664,哪的口音
14_3664_20170813175225.wav,14_3664,出去玩好吗
14_3664_20170813175359.wav,14_3664,是三元路口吗
14_3664_20170813175945.wav,14_3664,怎么没有声音
14_3664_20170813180005.wav,14_3664,你是谁你爱曹承吗
14_3664_20170813180025.wav,14_3664,你至少能够准确一点好不好
14_3664_20170813180043.wav,14_3664,谁记得你懒的参加吧
14_3664_20170813180051.wav,14_3664,你才小傻瓜呢
14_3664_20170813180116.wav,14_3664,请问您在吗
14_3664_20170813180321.wav,14_3664,那你觉得他喜欢你吗
14_3664_20170813180440.wav,14_3664,用了几年呢
14_3664_20170813180505.wav,14_3664,我的普通话不标准吗
14_3664_20170813180734.wav,14_3664,还在读书吗
14_3664_20170813180820.wav,14_3664,有没有在军训我问你有没有在军训你回答我什么
14_3664_20170813180900.wav,14_3664,你这是咋回事吗
14_3694_20170815163544.wav,14_3694,查一下余额还有多少
14_3694_20170815163928.wav,14_3694,我想大小不合适可以换吗
14_3694_20170815164032.wav,14_3694,前方堵的严重度是多少
14_3694_20170815164734.wav,14_3694,现在在哪
14_3694_20170815164846.wav,14_3694,台风不是要来了吗
14_3694_20170815164900.wav,14_3694,谁知道开通q飞车啊谁知道怎样开通q飞车啊谁知道
14_3694_20170815165156.wav,14_3694,谁能推荐点那种轻哼唱的音乐带点忧伤
14_3694_20170815165701.wav,14_3694,龙林这个名字好吗
14_3694_20170815165719.wav,14_3694,韶光今天温度多少
14_3694_20170815165821.wav,14_3694,家园业务里的音乐下载音乐免费吗
14_3694_20170815165831.wav,14_3694,唱颤音是腰腹部肌肉一松一紧发出的吗
14_3694_20170815170211.wav,14_3694,谁有经典好听歌曲不管老歌新歌感激不尽感激不尽
14_3694_20170815170251.wav,14_3694,切我明天要出去玩天气如何
14_3694_20170815170357.wav,14_3694,哪一首歌可以让你勾起回忆百听不厌
14_3694_20170815170552.wav,14_3694,什么时候天气转好
14_3694_20170815170921.wav,14_3694,哪位高手愿意指点一下教我啊
14_3694_20170815171021.wav,14_3694,上了大学之后为啥我不会唱歌了呢
14_3694_20170815171113.wav,14_3694,哎明天才不下雨呢
14_3694_20170815171209.wav,14_3694,我听过棉花糖这首歌曲很好听想知道它的作者是谁
14_3694_20170815171312.wav,14_3694,哪位高手会竹笛即兴演奏呢请详细讲解一下
14_3694_20170815172131.wav,14_3694,你猜我的天气好吗
14_3694_20170815172242.wav,14_3694,就想直接发邮件过去然后等答复这样可以吗
14_3694_20170815172742.wav,14_3694,说真的明天上海下雨的可能性有多少
14_3694_20170815172834.wav,14_3694,如何成为一名网络歌手
14_3694_20170815191048.wav,14_3694,这天下雨内裤不干能用吹风机吹干吗
14_3694_20170815191207.wav,14_3694,为了爱可以忘记但心里真能永远的忘记一个人吗
14_3694_20170815191359.wav,14_3694,哪里可以听大叔不卖我香蕉
14_3694_20170815195545.wav,14_3694,哪里可以听小苹果
14_3694_20170815201048.wav,14_3694,来一首别问我是谁
14_3694_20170815201935.wav,14_3694,怎么病了呢吃药了吗
14_3694_20170815201958.wav,14_3694,嗯怎么啦玩儿的好吗
14_3694_20170815202616.wav,14_3694,你们大概几点走呢
14_3694_20170815203241.wav,14_3694,乔总周五中午帮我去南站接个人有时间吗
14_3694_20170815203348.wav,14_3694,没有在装修这里呢
14_3694_20170815203408.wav,14_3694,怎么想帮我找啊
14_3694_20170815203532.wav,14_3694,你报销学费吗
14_3694_20170815203605.wav,14_3694,我们这里好冷啊冻死了呢
14_3694_20170815203722.wav,14_3694,什么时候走的
14_3694_20170815203932.wav,14_3694,你们不是要食品物流奖吗
14_3694_20170815204347.wav,14_3694,什么也许啊
14_3694_20170815204815.wav,14_3694,不要问吗
14_3694_20170815204941.wav,14_3694,以前不是说是了吗
14_3694_20170815205221.wav,14_3694,你知道我的号码吗
14_3694_20170815205255.wav,14_3694,你也不开车吗
14_3694_20170815205354.wav,14_3694,什么时候都可以啊
14_3694_20170815205408.wav,14_3694,你的意思是叫我打你吗
14_3694_20170815205614.wav,14_3694,你说话大一点好不好
14_3694_20170815205638.wav,14_3694,程晴晴还在跟你联系吗
14_3694_20170815205713.wav,14_3694,怎么还不下班呢
14_3694_20170815205811.wav,14_3694,你在这里干什么
14_3694_20170815205836.wav,14_3694,上海那边不是挺很贵吗
14_3698_20170823185917.wav,14_3698,我不在的时候有小偷来吗
14_3698_20170823190251.wav,14_3698,我现在的速度是多少
14_3698_20170823190500.wav,14_3698,热水器打开了吗
14_3698_20170823190518.wav,14_3698,车速如何
14_3698_20170823190535.wav,14_3698,怎么退货
14_3698_20170823190744.wav,14_3698,如何将本地音乐上传到空间作为背景音乐
14_3698_20170823191411.wav,14_3698,哪里可以下载慢摇迪曲
14_3698_20170823191433.wav,14_3698,怎样快速学会光辉岁月粤语唱法
14_3698_20170823191856.wav,14_3698,谁能给我介绍点伤感歌曲
14_3698_20170823192327.wav,14_3698,谁知道阿尔夫拉幻想曲谱
14_3698_20170823192410.wav,14_3698,经典的老歌之所以好听是因为唱起来朗上口那新歌呢
14_3698_20170823192624.wav,14_3698,你为什么不给我发天气预报了呢
14_3698_20170823193023.wav,14_3698,顺便说下读德道经真的有利于读书吗不大相信呢
14_3698_20170823193132.wav,14_3698,经常会灵魂出窍脑子一片空白这样下去对脑细胞有影响吗会变植物人吗
14_3698_20170824214627.wav,14_3698,周末北京天气如何
14_3698_20170824214710.wav,14_3698,怎样在网上看凤凰传奇今天的演唱会了
14_3698_20170824215010.wav,14_3698,谁告诉我黄征的如果爱我就陪我看球这首歌在哪里能找到下载的音乐
14_3698_20170824220000.wav,14_3698,明天福建有台风飞机会正常起飞吗
14_3698_20170824220037.wav,14_3698,如何才是了解了其间内涵
14_3698_20170824220329.wav,14_3698,播放谁是谁的谁
14_3698_20170824220349.wav,14_3698,结婚后就不配谈爱情了吗
14_3698_20170824220603.wav,14_3698,哪为大虾介绍点迈克尔杰克逊的慢歌
14_3698_20170824221253.wav,14_3698,沂源今天天气还好吗
14_3698_20170824221304.wav,14_3698,苏打绿一共发行了几张专辑呢
14_3698_20170824221750.wav,14_3698,在爱情里你的痛苦的你会选择放弃吗
14_3698_20170824221823.wav,14_3698,哪些抒情摇滚歌听了让人心情很舒畅呢
14_3698_20170824222036.wav,14_3698,你觉得忐忑这首歌好吗
14_3698_20170824222102.wav,14_3698,说爱我就跟我走这首歌的原创是谁
14_3698_20170824222432.wav,14_3698,哪里可以听国王与乞丐
14_3698_20170824222731.wav,14_3698,哪里可以听李白
14_3698_20170824222748.wav,14_3698,能播放歌曲江湖晚吗
14_3698_20170824223120.wav,14_3698,请给我来一个别问我是谁
14_3698_20170824224625.wav,14_3698,你周四休息吗
14_3698_20170824224744.wav,14_3698,哪呢同志
14_3698_20170824225010.wav,14_3698,解决完了吗
14_3698_20170824225036.wav,14_3698,找我姐妹儿来了朝阳呢
14_3698_20170824225049.wav,14_3698,现在送我还来的急吗
14_3698_20170824225249.wav,14_3698,现在天黑的提前了外面已经基本上看不清人了我俩还不晓得吃什么呢呆着不饿的说肇东还没有给暖气吗
14_3698_20170824225408.wav,14_3698,不了领导找我呢
14_3698_20170824225539.wav,14_3698,我问进价七十三卖两袋五十两袋不知挣钱吗
14_3698_20170824225823.wav,14_3698,德行咖啡买了吗
14_3698_20170824225937.wav,14_3698,夸什么
14_3698_20170824230004.wav,14_3698,我还好吧你公司好起来了吗
14_3698_20170824230115.wav,14_3698,问谁呢
14_3698_20170824230141.wav,14_3698,你姑回了吗
14_3698_20170824230500.wav,14_3698,我酒呢
14_3698_20170824230800.wav,14_3698,你最近在搞些什么
14_3698_20170824230848.wav,14_3698,你是流星雨吗
14_3698_20170824230855.wav,14_3698,你呀给不给我打吗
14_3698_20170824230902.wav,14_3698,当你孤单时你会想起谁
14_3698_20170824231047.wav,14_3698,我泡妹妹呢
14_3698_20170824231120.wav,14_3698,现在怎么样了还好吗
14_3698_20170824231159.wav,14_3698,苏老师您在吗
14_3698_20170824231314.wav,14_3698,什么东西被打劫了
14_3698_20170824231514.wav,14_3698,老公在家怎么会没事做呢
14_3698_20170824231658.wav,14_3698,你的肚子还痛吗
14_3698_20170824231734.wav,14_3698,你不见我说话这么快吗
14_3698_20170824231756.wav,14_3698,你怎么会这样认为呢
14_3698_20170824231817.wav,14_3698,明天去盐城你高兴吗
14_3700_20170815164504.wav,14_3700,怎么乘公交
14_3700_20170815164522.wav,14_3700,什么时候换绿灯
14_3700_20170815164621.wav,14_3700,现在的行驶速度是多少
14_3700_20170815164656.wav,14_3700,昆凌怀二胎了吗
14_3700_20170815164707.wav,14_3700,新闻说了什么
14_3700_20170815165036.wav,14_3700,几分雨果段落曲折这个歌曲是那首歌
14_3700_20170815165154.wav,14_3700,仙桃近期还下雨吗
14_3700_20170815165334.wav,14_3700,哪有凯利米洛的专辑卖
14_3700_20170815165625.wav,14_3700,哪一首歌最能让恋人感动呢
14_3700_20170815165637.wav,14_3700,不是大暴雨吗
14_3700_20170815165736.wav,14_3700,这个季节去不冷吗
14_3700_20170815165939.wav,14_3700,开普敦今天天气如何
14_3700_20170815170041.wav,14_3700,怎样才能在家空闲时间也能联系唱歌和肺活量啊求告知
14_3700_20170815170116.wav,14_3700,前几天下雨了还下冰雹了呢
14_3700_20170815170235.wav,14_3700,槐南今天天气怎样
14_3700_20170815170702.wav,14_3700,谁能给我推荐几个好听的铃声谢了
14_3700_20170815170914.wav,14_3700,我在百度上听到了有人知道这首歌的由来吗
14_3700_20170815171014.wav,14_3700,怎样才能进入真人唱怎样下载
14_3700_20170815171311.wav,14_3700,中国一直在下暴雨呢
14_3700_20170815171351.wav,14_3700,我系吉他手想组个乐队呼有谁想和我组吗
14_3700_20170815172040.wav,14_3700,谁是新世界的摇滚现场之王
14_3700_20170815194741.wav,14_3700,听歌能让难过的心情变好吗
14_3700_20170815194925.wav,14_3700,眼泪是永恒的吗永远的吗
14_3700_20170815194950.wav,14_3700,打给朋友你最想听哪首歌呢
14_3700_20170815195023.wav,14_3700,谁能推荐几首好听点的粤语歌
14_3700_20170815195105.wav,14_3700,作者是谁出自哪里最好说出其中包含数字几
14_3700_20170815195345.wav,14_3700,怎样下载有歌词的音乐啊
14_3700_20170815195446.wav,14_3700,谁能帮我写首歌名字叫做我的挚爱
14_3700_20170815195907.wav,14_3700,请问旭日阳刚唱的那首春天里原唱是谁
14_3700_20170815200044.wav,14_3700,哪位知道日本动画片死神出到多少级了
14_3700_20170815200233.wav,14_3700,明天媚山的天气如何
14_3700_20170815200306.wav,14_3700,谁推荐几首好听的最新外国歌给我
14_3700_20170815200359.wav,14_3700,谁知道好想大声叫喜欢你的日语音译
14_3700_20170815200446.wav,14_3700,是晋洲的天气吗
14_3700_20170815201109.wav,14_3700,能播放歌曲爱我的人和我爱的人吗
14_3700_20170815201127.wav,14_3700,哪里可以听放
14_3700_20170815203742.wav,14_3700,给我来个你知道我在等你吗
14_3700_20170815204002.wav,14_3700,是不是着凉了
14_3700_20170815204225.wav,14_3700,忙吗
14_3700_20170815204343.wav,14_3700,那当我什么
14_3700_20170815204422.wav,14_3700,是在机场吗
14_3700_20170815204535.wav,14_3700,今天胡老师没发短信是吗
14_3700_20170815204700.wav,14_3700,你办完事了吗
14_3700_20170815204812.wav,14_3700,我隔三差五浇着呢
14_3700_20170815205112.wav,14_3700,你们工资不是发了吗
14_3700_20170815205338.wav,14_3700,佐料买了吗
14_3700_20170815205648.wav,14_3700,宝宝睡觉呢
14_3700_20170815205714.wav,14_3700,也许不是要考学的呢
14_3700_20170815205723.wav,14_3700,还起得来吗
14_3700_20170815205919.wav,14_3700,废话坐动车呢
14_3700_20170815210110.wav,14_3700,怎么了有段时间不上了
14_3700_20170815210944.wav,14_3700,进车那个吗
14_3700_20170815211108.wav,14_3700,没事就是问问你回家了吗
14_3700_20170815211121.wav,14_3700,你换新手机号码了吗
14_3700_20170815211434.wav,14_3700,谁介绍我不知道
14_3700_20170815211631.wav,14_3700,不知道想要什么
14_3700_20170815211644.wav,14_3700,直指一个人呢
14_3700_20170815211733.wav,14_3700,我很爱你吗
14_3700_20170815211826.wav,14_3700,为什么一定要关机呢难道关机了一切就能变好吗
14_3700_20170815212045.wav,14_3700,是不是想打
14_3700_20170815212054.wav,14_3700,你会卡枪吗
14_3700_20170815212107.wav,14_3700,找我有事吗
14_3700_20170815212143.wav,14_3700,老肖你在干啥呢
14_3700_20170815212258.wav,14_3700,有什么好玩的吗
14_3700_20170815212935.wav,14_3700,谁让你跟我吵架了
14_3700_20170815213123.wav,14_3700,我等一[FIL]下来找你可以吗
14_3700_20170815213200.wav,14_3700,大学使我很快乐吗
14_3700_20170815213332.wav,14_3700,我在发呆呢
14_3700_20170815213502.wav,14_3700,[FIL]刚才你不是还晕乎乎的吗
14_3700_20170815213709.wav,14_3700,你那里有宿舍吗
14_3702_20170815181833.wav,14_3702,怎么回家
14_3702_20170815182231.wav,14_3702,是正品吗
14_3702_20170815182642.wav,14_3702,水电气费够用吗
14_3702_20170815182654.wav,14_3702,这里有停车场吗
14_3702_20170815183023.wav,14_3702,有八卦新闻吗
14_3702_20170815183205.wav,14_3702,能把遥控车递给我吗
14_3702_20170815190111.wav,14_3702,我想伪原创百度也会关照吗
14_3702_20170815190231.wav,14_3702,知道有一首蔡依琳的独唱神话还有别的吗
14_3702_20170815190504.wav,14_3702,可以介绍一些情歌吗
14_3702_20170815190619.wav,14_3702,知道用葱舞现在中国知道初音未来的人多了吗
14_3702_20170815192342.wav,14_3702,有人知道郑源的来历吗
14_3702_20170815192411.wav,14_3702,传奇世界练第二元神可以和第一元神换着用吗
14_3702_20170815192556.wav,14_3702,谁有想放在空间做背景音乐老找不到
14_3702_20170815192829.wav,14_3702,求你们了是张杰参加快男的时期吗
14_3702_20170815193145.wav,14_3702,台湾明天下雨吗
14_3702_20170815193319.wav,14_3702,什么天气
14_3702_20170815193351.wav,14_3702,甜蜜再恋最后直树找到湘琴了吗
14_3702_20170815193523.wav,14_3702,谁能当我的启蒙钢琴老师
14_3702_20170816211439.wav,14_3702,大石桥今天天气如何
14_3702_20170816211856.wav,14_3702,普吉岛气温是多少
14_3702_20170816212032.wav,14_3702,谁有角落音乐的联系方式
14_3702_20170816212328.wav,14_3702,那如果是狂风暴雨呢
14_3702_20170816213558.wav,14_3702,谁能知道湖南卫视开始演电视剧时唱的哪首歌
14_3702_20170816213610.wav,14_3702,南充是个好地方啊今天广州天气如何
14_3702_20170816213708.wav,14_3702,还有室内温度要多少
14_3702_20170816215005.wav,14_3702,哪里可以听高尚
14_3702_20170818185700.wav,14_3702,儿子东西已经收到刚才妈妈给你打电话是想问你都有什么
14_3702_20170818190018.wav,14_3702,几点能完事儿
14_3702_20170818190048.wav,14_3702,老公十点才能到呢
14_3702_20170818190225.wav,14_3702,牌子呢
14_3702_20170818190238.wav,14_3702,干嘛不接你给你爸打电话了吗
14_3702_20170818190938.wav,14_3702,办着呢
14_3702_20170818190955.wav,14_3702,能买面条吗
14_3702_20170818191214.wav,14_3702,第一个呢
14_3702_20170818191415.wav,14_3702,是的还有很久呢
14_3702_20170818191451.wav,14_3702,你考完了吗
14_3702_20170818191713.wav,14_3702,知道你到啦吗
14_3702_20170818191902.wav,14_3702,春波总已获悉变化吗
14_3702_20170818191928.wav,14_3702,吃完了吗晚上做什么
14_3702_20170818191942.wav,14_3702,你们在干什么
14_3702_20170818191953.wav,14_3702,哦干嘛呢我没下呢卖什么呢
14_3702_20170818192057.wav,14_3702,我不去我今天有份子这儿吃完了在班车上呢
14_3702_20170818192117.wav,14_3702,那晚饭呢
14_3702_20170818192147.wav,14_3702,你有川渝的订餐电话吗
14_3702_20170818192201.wav,14_3702,吧等我烦了的时候让他自己想吧她是叫刘娇吗
14_3702_20170818192210.wav,14_3702,哪儿呀儿子
14_3702_20170818192326.wav,14_3702,那我先回吗
14_3702_20170818192413.wav,14_3702,李先生呢
14_3702_20170818192545.wav,14_3702,哪里有卖木放啊
14_3702_20170818192612.wav,14_3702,听得见我说话吗
14_3702_20170818192720.wav,14_3702,我们做个朋友可以吗
14_3702_20170818192801.wav,14_3702,你会直接给我打电话吗
14_3702_20170818192846.wav,14_3702,妈的还桥南呢
14_3702_20170818192855.wav,14_3702,喂你晚上上晚自习吗
14_3702_20170818192911.wav,14_3702,你老公也是山东的吗
14_3702_20170818192943.wav,14_3702,吗吗吗什么
14_3702_20170818193102.wav,14_3702,不就是你这个吗
14_3702_20170818193109.wav,14_3702,什么东西无语
14_3702_20170818193511.wav,14_3702,你明天去医院吗
14_3702_20170818193700.wav,14_3702,你家里远吗
14_3702_20170818194036.wav,14_3702,会有那东西吗
14_3702_20170818194320.wav,14_3702,你上次的话题题目是什么
14_3704_20170818091426.wav,14_3704,手机手机陪我聊天好不好
14_3704_20170818093236.wav,14_3704,什么地方
14_3704_20170818093248.wav,14_3704,可以安慰安慰我吗
14_3704_20170818093337.wav,14_3704,你会唱歌吗
14_3704_20170818093433.wav,14_3704,我现在速度是多少
14_3704_20170818093444.wav,14_3704,还有停车位吗？
14_3704_20170818094051.wav,14_3704,是否
14_3704_20170818094203.wav,14_3704,[FIL]有什么好歌吗
14_3704_20170818094254.wav,14_3704,下个节目是什么
14_3704_20170818094320.wav,14_3704,什么时候下大雪
14_3704_20170818094503.wav,14_3704,你一定要幸福会呼吸的痛倒带柠檬草的味道哪首歌最容易唱呢
14_3704_20170818095440.wav,14_3704,我朋友分手了他新年会快乐起来吗
14_3704_20170818200150.wav,14_3704,谁能给我一些舒缓的音乐
14_3704_20170818200227.wav,14_3704,今天的天气要穿棉衣吗
14_3704_20170818200317.wav,14_3704,是最近下雨天气潮湿内裤晒的有问题加上刚来月经才会这样吗
14_3704_20170818200331.wav,14_3704,天气热了可以吃吗
14_3704_20170818200501.wav,14_3704,最近有可能下雨吗
14_3704_20170818200601.wav,14_3704,张娜拉现在结婚啦吗
14_3704_20170818200747.wav,14_3704,内地喜欢邓丽欣的人多吗
14_3704_20170818201117.wav,14_3704,现在这个天气穿棉鞋会有影响吗
14_3704_20170819133925.wav,14_3704,谁知道视频开头音乐的名字多谢了
14_3704_20170819134021.wav,14_3704,[FIL]明天安徽怀宁的天气如何
14_3704_20170819134317.wav,14_3704,谁能给我推荐几首好听的粤语歌曲
14_3704_20170819134332.wav,14_3704,就在成都东郊这附近有可能练钢琴的琴行吗
14_3704_20170819134505.wav,14_3704,听说要请方文山吗今天电视播的是他这期吗
14_3704_20170819134526.wav,14_3704,等等等一年两年还是一辈子永远都不可能了吗
14_3704_20170819134552.wav,14_3704,林俊杰的新歌点一把火炬好听吗
14_3704_20170819134734.wav,14_3704,你不是会预报天气的吗
14_3704_20170819144301.wav,14_3704,什么时候没有风啊
14_3704_20170819144534.wav,14_3704,现在不能免费上传空间背景音乐了吗
14_3704_20170819144842.wav,14_3704,谁有重金属工业摇滚歌曲说几首来听
14_3704_20170819145038.wav,14_3704,你们听过能让人发情的音乐吗
14_3704_20170819151331.wav,14_3704,童话已经结束遗忘就是幸福吗
14_3704_20170819151431.wav,14_3704,高中选修音乐除了学钢琴还要学其他的乐器吗
14_3704_20170819151613.wav,14_3704,听过你若成风这首歌的朋友你认为它怎样
14_3704_20170819151802.wav,14_3704,不知道温度可不可以
14_3704_20170819151833.wav,14_3704,那儿天气如何
14_3704_20170819152030.wav,14_3704,你还要我怎样
14_3704_20170819175222.wav,14_3704,能播放歌曲生活不止眼前的苟且吗
14_3704_20170819215107.wav,14_3704,您是哪位呢
14_3704_20170819215416.wav,14_3704,有相片吗
14_3704_20170819215521.wav,14_3704,[FIL]嗯你过去吗
14_3704_20170819215701.wav,14_3704,家能充电费吗
14_3704_20170819215747.wav,14_3704,接孩子呢
14_3704_20170819220203.wav,14_3704,我问下在哪
14_3704_20170819220321.wav,14_3704,今年还来北京吗
14_3704_20170819220338.wav,14_3704,几楼来的
14_3704_20170819220512.wav,14_3704,妈咪老师给您发短信了吗
14_3704_20170819220520.wav,14_3704,今晚还出摊吗
14_3704_20170819220530.wav,14_3704,你知道我是干什么的吗
14_3704_20170819220649.wav,14_3704,老婆今天加班吗
14_3704_20170819220659.wav,14_3704,好一小时能到吗
14_3704_20170819220708.wav,14_3704,什么呢什么呢
14_3704_20170819221056.wav,14_3704,要来稿样了吗
14_3704_20170819222710.wav,14_3704,你天天看到几点呢
14_3704_20170819222803.wav,14_3704,你妈妈骂你吗
14_3704_20170819222845.wav,14_3704,流星雨你好吗
14_3704_20170819222911.wav,14_3704,你怎么老喜欢虫子爬呢
14_3704_20170819222928.wav,14_3704,这不是气我吗
14_3704_20170819223035.wav,14_3704,需要这么急吗
14_3704_20170819223111.wav,14_3704,今天有事做吗
14_3704_20170819223205.wav,14_3704,是不是那次开挂太伤心了
14_3704_20170819223256.wav,14_3704,什么打电话呀
14_3704_20170819223332.wav,14_3704,真的得去儿童医院看看呢
14_3704_20170819223539.wav,14_3704,还有包装呢
14_3704_20170819223627.wav,14_3704,吃饭没有在干什么
14_3704_20170819224451.wav,14_3704,你刚下班怎么做好了呢
14_3704_20170819224725.wav,14_3704,我爱你好吗
14_3704_20170819224735.wav,14_3704,我还以为你自己买来了呢
14_3704_20170819224819.wav,14_3704,怎么不愿意打电话呀
14_3704_20170819225001.wav,14_3704,怎么没有看到你人
14_3730_20170816115719.wav,14_3730,可不可以换座位
14_3730_20170816120545.wav,14_3730,请问离我最近的麦当劳可以团购吗
